HTS Number,Country,District,Year,Quantity Description,Measure,Unit,Month,Value
730630,Brazil,"Houston-Galveston, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"214,106"
730630,Brazil,"Houston-Galveston, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Brazil,"Houston-Galveston, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"Houston-Galveston, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"Houston-Galveston, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Brazil,"Houston-Galveston, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"35,697"
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"32,702"
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Brazil,"Los Angeles, CA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"30,639"
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Brazil,"Miami, FL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"37,056"
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Brazil,"New York, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"66,688"
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Brazil,"Nogales, AZ",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"36,858"
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Brazil,"Norfolk, VA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"10,412"
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Canada,"Anchorage, AK",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"1,206,344"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,"2,159,067"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,"2,795,890"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"2,163,350"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"2,059,116"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"2,508,968"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"1,995,081"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"2,234,202"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"2,267,977"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"1,880,591"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,"2,595,401"
730630,Canada,"Buffalo, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"1,286,472"
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,748
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,748
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"42,724"
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Canada,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"8,610,846"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,"8,655,975"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,"11,658,117"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"8,750,985"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"9,808,244"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"9,947,219"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"8,899,209"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"9,477,023"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"9,609,181"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"11,906,711"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,"9,429,453"
730630,Canada,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"7,760,545"
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"1,309"
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,759
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Canada,"Duluth, MN",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"211,946"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,"348,380"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,"767,406"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"1,005,239"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"429,365"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"865,834"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"826,211"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"1,467,789"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"766,841"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"881,242"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,"268,558"
730630,Canada,"Great Falls, MT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"323,636"
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"1,775"
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"32,651"
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Canada,"Laredo, TX",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"15,588"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"814,773"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,"705,504"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,"1,534,327"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"1,171,173"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"1,278,329"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"402,229"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"1,330,125"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"1,048,396"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"530,365"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"1,239,755"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,"1,400,656"
730630,Canada,"Ogdensburg, NY",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"664,323"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"789,425"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,"1,009,503"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,"930,088"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"1,851,988"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"2,478,641"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"1,006,706"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"1,725,817"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"1,286,325"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"711,965"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"742,656"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,"630,062"
730630,Canada,"Pembina, ND",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"396,310"
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"1,810"
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"37,815"
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"7,127"
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Canada,"Portland, ME",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"48,580"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,"60,910"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,"73,435"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"32,607"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"117,681"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"76,309"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"48,385"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"93,966"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"38,768"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"8,145"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,"56,049"
730630,Canada,"Seattle, WA",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"25,996"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"622,889"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,"671,063"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,"766,774"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"989,680"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"857,077"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"787,758"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"766,831"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"927,256"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"620,720"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"924,959"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,"802,739"
730630,Canada,"St. Albans, VT",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"697,934"
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"126,684"
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"204,621"
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"150,213"
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,India,"Baltimore, MD",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"308,781"
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"506,024"
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"103,143"
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,India,"Charleston, SC",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"2,082,135"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,"1,978,500"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,"2,941,709"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"2,353,542"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"1,548,750"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"1,872,367"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,"1,133,962"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"1,940,593"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"1,434,800"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"969,504"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,"981,195"
730630,India,"Chicago, IL",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"1,049,691"
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"2,096"
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,"3,639"
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"41,707"
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,"436,872"
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,"336,919"
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,"19,006"
730630,India,"Cleveland, OH",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,"19,229"
730630,India,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,India,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,India,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,India,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,India,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,"2,515"
730630,India,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,India,"Detroit, MI",2022,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
